day,time_ms,src,dst,relation
0,31866477,3181660,4045422,5
0,31872983,3181660,3486145,5
0,31917302,3181660,4650056,5
0,31917597,3181660,2544242,5
0,31918639,3181660,2497725,5
0,31922154,3181660,3998889,5
0,31923647,3181660,1184545,5
0,31931189,3181660,1808638,5
0,31934849,3181660,3421800,5
0,31936580,3181660,3852511,5
0,31942968,3181660,4000618,5
0,31943084,3181660,1224187,5
0,31946395,3181660,1909231,5
0,31947168,3181660,593220,5
0,31947964,3181660,3766818,5
0,31948018,3181660,2243759,5
0,31951063,3181660,681130,5
0,31951554,3181660,819634,5
0,31951751,3181660,157816,5
0,31953088,3181660,3747364,5
0,31953946,3181660,3444446,5
0,31956176,3181660,2230266,5
0,31956585,3181660,4616135,5
0,31956588,3181660,4636672,5
0,31956767,3181660,5137259,5
0,31956871,3181660,1885738,5
0,31960449,3181660,1883012,5
0,31962255,3181660,449043,5
0,31962694,3181660,1958488,5
0,31963217,3181660,1194628,5
0,31964731,3181660,5444620,5
0,31966080,3181660,2007917,5
0,31966153,3181660,283987,5
0,31966231,3181660,1674797,5
0,31966272,3181660,2063504,5
0,31967139,3181660,5569830,5
0,31967652,3181660,2972805,5
0,31968226,3181660,2414282,5
0,31972452,3181660,4456394,5
0,31973038,3181660,717104,5
0,31973459,3181660,317514,5
0,31973508,3181660,3382879,5
0,31973713,3181660,4431959,5
0,31976076,3181660,5033718,5
0,31977974,3181660,1530973,5
0,31978262,3181660,1136755,5
0,31978606,3181660,4870743,5
0,31978935,3181660,4197263,5
0,31980524,3181660,2474777,5
0,31986170,3181660,2732746,5
0,31987534,3181660,889945,5
0,31987587,3181660,5498065,5
0,31987932,3181660,1627669,5
0,31988078,3181660,1103499,5
0,31988726,3181660,1491640,5
0,31989042,3181660,3242453,5
0,31989334,3181660,1458422,5
0,31989356,3181660,2191916,5
0,31989376,3181660,1444615,5
0,31990282,3181660,4356513,5
0,31993961,3181660,2856271,5
0,31994420,3181660,5198360,5
0,31994547,3181660,724481,5
0,31994590,3181660,316852,5
0,31994717,3181660,1921849,5
0,31995504,3181660,2851797,5
0,31995967,3181660,2074436,5
0,31996166,3181660,3247145,5
0,31996333,3181660,796596,5
0,31996423,3181660,5342624,5
0,31996902,3181660,3130044,5
0,32013231,3181660,3499366,5
0,32013312,3181660,973093,5
0,32013727,3181660,1894687,5
0,32013949,3181660,1348548,5
0,32014286,3181660,2159020,5
0,32014747,3181660,2280708,5
0,32015525,3181660,2682518,5
0,32018710,3181660,4909266,5
0,32018784,3181660,2163861,5
0,32019250,3181660,1971251,5
0,32019739,3181660,2624433,5
0,32020387,3181660,3841952,5
0,32020888,3181660,5149002,5
0,32023612,3181660,955633,5
0,32023847,3181660,5198222,5
0,32024796,3181660,1074985,5
0,32024796,3181660,1778103,5
0,32024853,3181660,3227178,5
0,32025752,3181660,3439304,5
0,32029143,3181660,5489103,5
0,32029778,3181660,2737815,5
0,32030858,3181660,4558832,5
0,32031054,3181660,3878075,5
0,32031406,3181660,4576744,5
0,32032122,3181660,4556784,5
0,32035998,3181660,2258953,5
0,32036272,3181660,2421534,5
0,32037086,3181660,4521663,5
0,32039257,3181660,4834276,5
0,32042071,3181660,3974812,5
0,32042255,3181660,1483054,5
0,32042275,3181660,2673683,5
0,32042636,3181660,3875863,5
0,32067855,3181660,3261547,5
0,32068536,3181660,753997,5
0,32068970,3181660,5181491,5
0,32069284,3181660,176164,5
0,32069576,3181660,1392881,5
0,32070112,3181660,658044,5
0,32073683,3181660,5266751,5
0,32092135,3181660,4255645,5
0,32092869,3181660,3127308,5
0,32092913,3181660,1466603,5
0,34365724,3181660,4636608,5
0,34369319,3181660,1238885,5
0,34372365,3181660,1568015,5
0,34373367,3181660,3759013,5
0,34374191,3181660,2503474,5
0,34374939,3181660,2167307,5
0,34377487,3181660,1345574,5
0,34380503,3181660,3023377,5
0,34386178,3181660,3543570,5
0,34386981,3181660,4694514,5
0,34388397,3181660,4563737,5
0,34389513,3181660,1066266,5
0,34391563,3181660,2295498,5
0,34392285,3181660,2662762,5
0,34397540,3181660,4877709,5
0,34398648,3181660,738513,5
0,34401422,3181660,4275935,5
0,34406412,3181660,2492531,5
0,34410598,3181660,3565837,5
1,62168870,3181660,3690234,5
1,62169767,3181660,280820,5
1,62173792,3181660,3902915,5
1,62184453,3181660,724708,5
1,62210265,3181660,2781372,5
1,62226958,3181660,5088865,5
1,62227957,3181660,3817568,5
1,62229252,3181660,3401043,5
1,62234228,3181660,1894551,5
1,62234613,3181660,2231137,5
1,62235526,3181660,1578500,5
1,62236632,3181660,1910895,5
1,62238669,3181660,4023122,5
1,62239565,3181660,1662884,5
1,62241741,3181660,4825621,5
2,35009686,3181660,4579373,5
2,35010912,3181660,4345742,5
2,35010996,3181660,3814525,5
2,35011509,3181660,1952401,5
2,35013857,3181660,2636199,5
2,35014327,3181660,1419245,5
2,35014449,3181660,2077473,5
2,35015266,3181660,5153292,5
2,35015514,3181660,5299627,5
2,35015835,3181660,4199061,5
2,35017554,3181660,1549827,5
2,35018155,3181660,4888514,5
2,35018172,3181660,4425421,5
2,35018385,3181660,785668,5
2,35018479,3181660,382481,5
2,35022827,3181660,1151878,5
2,35023844,3181660,2150125,5
2,35024234,3181660,4074814,5
2,35024325,3181660,1114914,5
2,35024338,3181660,1355650,5
2,35024341,3181660,4866545,5
2,35025582,3181660,3207523,5
2,35026405,3181660,1434241,5
2,35026464,3181660,2495585,5
2,35026518,3181660,2851552,5
2,35026785,3181660,2298317,5
2,35027867,3181660,2535359,5
2,35027899,3181660,1136483,5
2,35027912,3181660,3010266,5
2,35031141,3181660,5277935,5
2,35031774,3181660,3180548,5
2,35033027,3181660,3648917,5
2,35034380,3181660,532200,5
2,35034536,3181660,2003866,5
2,35034737,3181660,914510,5
2,35034888,3181660,2872165,5
2,35035150,3181660,672489,5
2,35035341,3181660,1737618,5
2,35035857,3181660,3732111,5
2,35036002,3181660,5019698,5
2,35036419,3181660,412308,5
2,35036659,3181660,2554007,5
2,35051490,3181660,356580,5
2,35053065,3181660,3273532,5
2,35054273,3181660,3072854,5
2,35054304,3181660,806333,5
2,35054439,3181660,3810358,5
2,35054898,3181660,5485427,5
2,35056279,3181660,4306261,5
2,35057903,3181660,198476,5
2,35058008,3181660,3413005,5
2,35065450,3181660,1879925,5
2,35065669,3181660,1016564,5
2,35065689,3181660,2961991,5
2,35066369,3181660,2752922,5
2,35067105,3181660,4554495,5
2,35067376,3181660,3802988,5
2,35068446,3181660,3052526,5
2,35068573,3181660,623078,5
2,35069013,3181660,671822,5
2,35069770,3181660,262605,5
2,35073010,3181660,3026120,5
2,35073378,3181660,3392611,5
2,35074121,3181660,5473499,5
2,35074437,3181660,4125186,5
2,35074718,3181660,4549627,5
2,35075775,3181660,3104515,5
2,35077680,3181660,3033055,5
2,35085714,3181660,1767728,5
2,35085825,3181660,590121,5
2,35086158,3181660,2983502,5
2,35086304,3181660,3887925,5
2,35086470,3181660,5146263,5
2,35087003,3181660,3306752,5
2,35087537,3181660,3774087,5
2,35090806,3181660,5157265,5
2,35091235,3181660,1485375,5
2,35091500,3181660,4331172,5
2,35091683,3181660,3261038,5
2,35092159,3181660,5433942,5
2,35092498,3181660,350061,5
2,35092627,3181660,4961563,5
2,35095254,3181660,1150425,5
2,35095571,3181660,1605370,5
2,35095941,3181660,5483360,5
2,35096812,3181660,2730933,5
2,35097036,3181660,1728246,5
2,35097425,3181660,2514751,5
2,35097829,3181660,2921018,5
2,35099631,3181660,731691,5
2,35100439,3181660,5075668,5
2,35100830,3181660,4746728,5
2,35100959,3181660,1942660,5
2,35101233,3181660,2025041,5
2,35101234,3181660,2191916,5
2,35101571,3181660,5112094,5
2,35101651,3181660,1993318,5
2,35103790,3181660,3767615,5
2,35108445,3181660,2961083,5
2,35108446,3181660,723705,5
2,35111388,3181660,2694206,5
2,35111399,3181660,1463237,5
2,35111443,3181660,3528922,5
2,35111481,3181660,5011741,5
2,35111573,3181660,3413390,5
2,35221821,3181660,4021433,5
2,35222562,3181660,1437456,5
2,35233721,3181660,1149572,5
2,35240494,3181660,1083204,5
2,35240942,3181660,5578742,5
2,35241052,3181660,3824729,5
2,35244342,3181660,1493093,5
2,35244741,3181660,3497401,5
2,35245703,3181660,2719638,5
2,35245907,3181660,4335864,5
2,35246538,3181660,3356821,5
2,35247856,3181660,232832,5
2,35248369,3181660,4704457,5
2,35248790,3181660,3666450,5
2,35248821,3181660,1312906,5
2,35249037,3181660,5420085,5
2,35249080,3181660,3374956,5
3,4987918,3181866,365938,5
3,62850021,3182128,5208994,5
5,33613149,3182471,2839597,5
7,14525075,3182640,709601,5
0,39282138,3182810,2330216,5
8,76311310,3183447,3215549,5
6,7741733,3184374,1582548,5
1,81343164,3184536,5208994,5
6,15536441,3185196,365938,5
7,30559157,3185196,4966471,5
7,31087727,3185196,4966471,5
7,30550354,3185321,1022665,5
9,1410357,3185730,4419877,5
5,70130393,3185776,768990,5
1,43464024,3186109,5208994,5
9,25784525,3186298,3215549,5
9,22401956,3186954,4710580,5
6,70710834,3187621,3215549,5
1,59992598,3188335,4231085,5
5,38849010,3189179,709601,5
4,44988765,3189758,4773415,5
4,60039111,3189899,365938,5
6,4720177,3189981,2440318,5
2,10509262,3190524,1582548,5
8,82596964,3190583,709601,5
8,83892392,3190583,709601,5
6,76627901,3190895,3215549,5
1,43724816,3191057,5208994,5
5,4189669,3191100,3215549,5
4,8384666,3191597,2330216,5
3,34094246,3191610,5208994,5
4,38534806,3191707,3215549,5
5,16613613,3191817,365938,5
6,36346327,3191827,1022665,5
6,36392839,3191827,1022665,5
6,25744115,3192421,4773415,5
7,57815438,3193476,4773415,5
7,58472034,3193476,4773415,5
9,18042191,3193754,1075474,5
0,14896185,3194205,1513543,5
1,75498989,3194205,803473,5
9,69184681,3194205,4483813,5
6,75992137,3194486,1022665,5
6,10179319,3195115,709601,5
6,48237356,3196227,4966471,5
6,58689048,3196871,602291,5
8,82048878,3197569,3215549,5
3,83522880,3197614,5208994,5
6,72922521,3199039,4773415,5
3,26820877,3199266,768990,5
7,38721047,3199319,1075474,5
3,208599,3199845,5397591,5
0,31956214,3199894,5208994,5
2,53554803,3199944,4242568,5
9,79965507,3200070,3215549,5
6,50125364,3200135,709601,5
8,56201258,3200445,4773415,5
9,41908473,3200758,1022665,5
9,41912615,3200758,1022665,5
1,2437459,3200843,5208994,5
5,52274572,3200884,709601,5
4,7383116,3200924,4231085,5
4,7388986,3200924,5208994,5
5,15631673,3201062,5208994,5
5,15632717,3201062,3993630,5
7,57526504,3201556,1022665,5
9,17989292,3202377,709601,5
3,20066133,3202653,768990,5
9,29853145,3202791,3215549,5
6,12587955,3203155,3215549,5
7,77249006,3203350,4773415,5
7,77249613,3203350,4773415,5
3,37285223,3203424,4762045,5
3,66786605,3203424,803473,5
7,28094210,3203424,803473,5
7,29176147,3203424,803473,5
7,33364907,3203489,1022665,5
9,47864246,3203669,1022665,5
5,45559527,3203778,1582548,5
5,45562974,3203778,4231085,5
5,40427359,3204120,602291,5
6,39576365,3205189,2839597,5
2,63290581,3205223,4773415,5
1,72287742,3205594,4966471,5
7,11701602,3205661,2440318,5
6,3056659,3206338,3215549,5
1,52624477,3206444,4217938,5
8,76047317,3206618,709601,5
3,47968763,3207215,4966471,5
5,21171828,3207215,4231085,5
8,28166246,3207489,602291,5
5,28495299,3207523,3181660,5
3,39443562,3208668,365938,5
1,51474316,3208897,1582548,5
1,51660029,3208897,1582548,5
7,42061341,3209005,1022665,5
2,54707131,3209089,365938,5
5,34903042,3209159,4231085,5
9,23152495,3209159,11673,5
7,19408849,3209590,1022665,5
5,55036143,3210782,4773415,5
3,44510271,3210890,5208994,5
3,37893629,3211370,4966471,5
6,28772492,3212159,3215549,5
8,72333423,3212492,365938,5
9,53180209,3212903,709601,5
3,81713829,3213073,5208994,5
4,19137599,3214008,768990,5
6,59865856,3214406,3215549,5
6,30132017,3215200,4231085,5
6,39167233,3215444,91086,5
6,39169823,3215444,91086,5
3,49781166,3215549,3868340,5
3,49799423,3215549,2124616,5
3,49810833,3215549,2588399,5
3,49817615,3215549,3725757,5
3,49822733,3215549,3770729,5
3,49841045,3215549,3131709,5
3,49859248,3215549,55066,5
3,49869384,3215549,2404297,5
3,49876603,3215549,1771228,5
3,49881537,3215549,4450816,5
3,49888643,3215549,5058947,5
3,49895756,3215549,2943851,5
3,49901849,3215549,2653134,5
3,49913071,3215549,571824,5
3,49917053,3215549,4209507,5
3,49924182,3215549,4859232,5
3,49931254,3215549,4337751,5
3,49944551,3215549,2739227,5
3,49975854,3215549,3262809,5
3,49984043,3215549,1098607,5
3,49996292,3215549,3913606,5
3,50001257,3215549,1874720,5
3,50012433,3215549,2954702,5
3,50030700,3215549,1940699,5
3,50035849,3215549,3262385,5
3,50045909,3215549,5286175,5
3,50053104,3215549,4007427,5
3,50058268,3215549,2829307,5
3,50076238,3215549,5028995,5
3,50083488,3215549,3944512,5
3,50087489,3215549,1193444,5
3,50105772,3215549,2450243,5
3,50481293,3215549,3478746,5
3,50488385,3215549,3379768,5
3,50509606,3215549,833138,5
3,50518865,3215549,4898737,5
3,50529057,3215549,166581,5
3,50533011,3215549,3612863,5
3,50565549,3215549,1804377,5
3,50571585,3215549,5411581,5
3,50577671,3215549,653353,5
3,50596937,3215549,4328764,5
3,50604125,3215549,5333201,5
3,50610148,3215549,3726906,5
3,50618292,3215549,4878679,5
3,50622215,3215549,5043585,5
3,50628413,3215549,908073,5
3,50645575,3215549,2212010,5
3,50650735,3215549,3081961,5
3,50655617,3215549,5462482,5
3,50660878,3215549,457121,5
3,50669934,3215549,2085224,5
3,50682128,3215549,2729247,5
3,50692231,3215549,335797,5
3,50706422,3215549,3541275,5
3,50711495,3215549,1256115,5
3,50717694,3215549,111520,5
3,50730928,3215549,1093625,5
3,50735875,3215549,862511,5
3,50742998,3215549,2191111,5
3,51103140,3215549,5564176,5
3,51114343,3215549,1433419,5
3,51121420,3215549,5114962,5
3,51126484,3215549,2888391,5
3,51144705,3215549,4868550,5
3,51151906,3215549,3343491,5
3,51156930,3215549,3391404,5
3,51161974,3215549,125392,5
3,51173389,3215549,4111629,5
3,51178125,3215549,3834608,5
3,51182287,3215549,1944474,5
3,51187324,3215549,3533730,5
3,51198497,3215549,5193218,5
3,51203674,3215549,4769823,5
3,51209670,3215549,1123627,5
3,51215760,3215549,1509868,5
3,51224893,3215549,629398,5
3,51243118,3215549,5515099,5
3,51249218,3215549,1221938,5
3,51253273,3215549,4061436,5
3,51257331,3215549,3560394,5
3,51266515,3215549,383231,5
3,51271555,3215549,1509536,5
3,51275820,3215549,3224095,5
3,51290833,3215549,1414914,5
3,51455075,3215549,4139171,5
3,51465218,3215549,2584308,5
3,51472327,3215549,2485348,5
3,51475379,3215549,5595007,5
3,51480422,3215549,5006459,5
3,51499745,3215549,5106534,5
3,51522038,3215549,795130,5
3,51545423,3215549,983447,5
3,51558583,3215549,2540742,5
3,51563632,3215549,3645261,5
3,51568705,3215549,4660927,5
3,51575825,3215549,197268,5
3,51597162,3215549,2082204,5
3,51604323,3215549,3719664,5
3,51608343,3215549,2927749,5
3,51614443,3215549,298981,5
3,51619551,3215549,736719,5
3,51623568,3215549,328524,5
3,51637799,3215549,4110518,5
3,51945134,3215549,350490,5
3,51994847,3215549,736271,5
3,52000963,3215549,4189702,5
3,52006033,3215549,4114482,5
3,52030383,3215549,2642473,5
3,52035517,3215549,1692155,5
3,52057802,3215549,552881,5
3,52063953,3215549,2891165,5
3,52081130,3215549,2782539,5
3,52095400,3215549,5604238,5
3,52101414,3215549,27892,5
3,52113602,3215549,1698916,5
3,52129094,3215549,3334127,5
3,52133946,3215549,666388,5
3,52147212,3215549,2684043,5
3,52153262,3215549,5071015,5
3,52179602,3215549,4567316,5
3,52186702,3215549,1881551,5
3,52190749,3215549,1724566,5
3,52198877,3215549,1964864,5
3,52203956,3215549,544132,5
3,52215128,3215549,585889,5
3,52239471,3215549,426494,5
3,52245600,3215549,4827869,5
3,52665655,3215549,5100632,5
3,52670719,3215549,352975,5
3,52683942,3215549,5334031,5
3,52700156,3215549,3587577,5
3,52707419,3215549,2101764,5
3,52719528,3215549,54149,5
3,52736757,3215549,1046169,5
3,52748907,3215549,4168932,5
3,52756125,3215549,4708721,5
3,52763129,3215549,1220973,5
3,52767180,3215549,3060547,5
3,52772306,3215549,4983976,5
3,52780382,3215549,5481981,5
3,52787468,3215549,3387691,5
3,52797603,3215549,5536704,5
3,52810826,3215549,4348331,5
3,52818944,3215549,3628339,5
3,52837182,3215549,1233482,5
3,52849348,3215549,4288215,5
3,52858466,3215549,2632875,5
3,52872689,3215549,3379831,5
3,52884831,3215549,4054619,5
3,52901043,3215549,5280502,5
3,52906324,3215549,2913496,5
3,52917374,3215549,4819730,5
3,52934664,3215549,2423766,5
3,52938643,3215549,2693351,5
3,52944741,3215549,3177740,5
3,52948808,3215549,4017947,5
3,53189312,3215549,3466734,5
3,53199470,3215549,5156357,5
3,53211633,3215549,3115832,5
3,53225743,3215549,1583080,5
3,53236021,3215549,482565,5
3,53239988,3215549,272107,5
3,53244193,3215549,4617854,5
3,53254320,3215549,1188336,5
3,53262327,3215549,5299246,5
3,53268652,3215549,2813850,5
3,53278564,3215549,2019923,5
3,53285675,3215549,1,5
3,53290812,3215549,2602679,5
3,53306948,3215549,5203957,5
3,53313007,3215549,1575832,5
3,53320228,3215549,4824475,5
3,53330312,3215549,2129967,5
3,53337422,3215549,1332406,5
3,53350630,3215549,1503753,5
3,53357753,3215549,4611067,5
3,53386165,3215549,384097,5
3,53391267,3215549,512795,5
3,53395340,3215549,4400674,5
3,53401500,3215549,1431074,5
3,53406518,3215549,1553102,5
3,53418594,3215549,3095884,5
3,53425749,3215549,3177984,5
3,53432821,3215549,452992,5
3,53436903,3215549,1100722,5
3,53458408,3215549,1242267,5
3,53464258,3215549,4542233,5
3,53469335,3215549,122999,5
3,53476432,3215549,4269193,5
3,53482602,3215549,4697464,5
3,53488657,3215549,1709620,5
3,53494717,3215549,1612757,5
3,53500779,3215549,3721545,5
3,53808211,3215549,3154933,5
3,53834589,3215549,162369,5
3,53841704,3215549,2655590,5
3,53848913,3215549,4618983,5
3,53852914,3215549,707198,5
3,53873204,3215549,312471,5
3,53877177,3215549,4149705,5
3,53891404,3215549,664532,5
3,53896511,3215549,5553379,5
3,53900570,3215549,4378123,5
3,53907663,3215549,5175745,5
3,53914750,3215549,4738637,5
3,53921833,3215549,1086257,5
3,53935081,3215549,2063471,5
3,53943196,3215549,3784945,5
3,53953307,3215549,403225,5
3,53960430,3215549,1271187,5
3,53970569,3215549,4413615,5
3,53974616,3215549,4674751,5
3,53987852,3215549,978027,5
3,54008137,3215549,3730891,5
3,54021384,3215549,2358103,5
3,54026418,3215549,768156,5
3,54037653,3215549,3217239,5
3,54042664,3215549,3057219,5
3,54049741,3215549,4134163,5
3,54053971,3215549,5312383,5
3,54062855,3215549,2076383,5
3,54075150,3215549,3828707,5
3,54083230,3215549,3905831,5
3,54090310,3215549,5492940,5
3,54108574,3215549,117896,5
3,54118741,3215549,3183447,5
3,54144084,3215549,4431740,5
3,54148108,3215549,3341508,5
3,54153240,3215549,1517648,5
3,54162366,3215549,2245413,5
3,54588590,3215549,3663942,5
3,54607935,3215549,4373246,5
3,54613918,3215549,3635506,5
3,54621057,3215549,2349144,5
3,54631189,3215549,2524285,5
3,54637267,3215549,3646827,5
3,54642373,3215549,2051950,5
3,54649443,3215549,1324563,5
3,54655586,3215549,2590349,5
3,54669750,3215549,3164620,5
3,54677876,3215549,4052388,5
3,54684972,3215549,4674640,5
3,54699208,3215549,3143568,5
3,54706775,3215549,3992519,5
3,54713425,3215549,1459380,5
3,54719510,3215549,2796159,5
3,54740793,3215549,776014,5
3,54746796,3215549,2518402,5
3,54754049,3215549,2510903,5
3,54765289,3215549,3289516,5
3,54771247,3215549,4029882,5
3,54775339,3215549,4177867,5
3,54784435,3215549,2935998,5
3,54798641,3215549,5355050,5
3,54814884,3215549,2215341,5
3,54818523,3215549,4207084,5
3,54823015,3215549,583682,5
3,54830055,3215549,340798,5
3,54839220,3215549,1724992,5
3,54851375,3215549,5388910,5
3,54856397,3215549,5537098,5
3,54873701,3215549,2469818,5
3,55233913,3215549,3553303,5
3,55244056,3215549,592361,5
3,55248099,3215549,1510729,5
3,55255199,3215549,5309078,5
3,55262313,3215549,3661105,5
3,55267343,3215549,1000356,5
3,55274477,3215549,3579521,5
3,55281563,3215549,576311,5
3,55285605,3215549,2127667,5
3,55338458,3215549,82159,5
3,55343486,3215549,591685,5
3,55347572,3215549,3937026,5
3,55353656,3215549,4247507,5
3,55370845,3215549,5206705,5
3,55377023,3215549,4766336,5
3,55382045,3215549,4804319,5
3,55388158,3215549,606370,5
3,55409513,3215549,470131,5
3,55412519,3215549,1663113,5
3,55417548,3215549,2647966,5
3,55427756,3215549,1551214,5
3,55438995,3215549,1564535,5
3,55448968,3215549,171676,5
3,55453107,3215549,1873649,5
3,55471312,3215549,5242678,5
3,55484561,3215549,5523722,5
3,55497728,3215549,5102816,5
3,55504802,3215549,829022,5
3,55508888,3215549,2988976,5
3,55512924,3215549,3081828,5
3,55516987,3215549,1561641,5
3,55522111,3215549,2584320,5
3,55845787,3215549,3882738,5
3,55849909,3215549,3747481,5
3,55874104,3215549,5178038,5
3,55881299,3215549,1023578,5
3,55886327,3215549,3009305,5
3,55891440,3215549,4807460,5
3,55896466,3215549,2145683,5
3,55902609,3215549,2321551,5
3,55922873,3215549,4803053,5
3,55936022,3215549,2451402,5
3,55942104,3215549,550777,5
3,55947172,3215549,3716091,5
3,55952247,3215549,1141617,5
3,55957344,3215549,2400109,5
3,55963503,3215549,2957912,5
3,55968559,3215549,1727390,5
3,55982799,3215549,1038626,5
3,56002447,3215549,3312894,5
3,56009173,3215549,1353052,5
3,56015268,3215549,1583943,5
3,56021380,3215549,3637446,5
3,56033521,3215549,2573356,5
3,56038761,3215549,533284,5
3,56468184,3215549,136276,5
3,56486175,3215549,1136770,5
3,56495331,3215549,615218,5
3,56499402,3215549,4214601,5
3,56505960,3215549,1918987,5
3,56513622,3215549,2258641,5
3,56519774,3215549,3313702,5
3,56525758,3215549,2874014,5
3,56530854,3215549,2183187,5
3,56534905,3215549,3456733,5
3,56544043,3215549,5285138,5
3,56559459,3215549,1373180,5
3,56566457,3215549,3589602,5
3,56573484,3215549,5190866,5
3,56593772,3215549,4503008,5
3,56614352,3215549,2369713,5
3,56626306,3215549,4367963,5
3,56642459,3215549,3496994,5
3,56647543,3215549,4557508,5
3,56655711,3215549,1057426,5
3,56659720,3215549,4983610,5
3,56665798,3215549,5093237,5
3,56682127,3215549,1671929,5
3,56686069,3215549,73286,5
3,56695206,3215549,1644130,5
3,56712460,3215549,2276275,5
3,56726655,3215549,2743779,5
3,56746976,3215549,911885,5
3,56751064,3215549,4792511,5
3,56774511,3215549,1428498,5
3,56781637,3215549,4670152,5
3,56787516,3215549,3184696,5
3,56791606,3215549,1656753,5
3,56797702,3215549,2269410,5
3,57158840,3215549,2033883,5
3,57163993,3215549,1877650,5
3,57170966,3215549,3607588,5
3,57184199,3215549,1347665,5
3,57191300,3215549,819937,5
3,57196370,3215549,312080,5
3,57211596,3215549,4161146,5
3,57233881,3215549,1380678,5
3,57256281,3215549,785666,5
3,57260276,3215549,4748253,5
3,57267443,3215549,35458,5
3,57274497,3215549,1084068,5
3,57279554,3215549,3490238,5
3,57294768,3215549,2432724,5
3,57306964,3215549,3720525,5
3,57318102,3215549,925373,5
3,57338396,3215549,3487716,5
3,57347508,3215549,4492032,5
3,57357667,3215549,2906842,5
3,57364753,3215549,1106285,5
3,57375943,3215549,3963802,5
3,57379997,3215549,3284425,5
3,57386042,3215549,247457,5
3,57393214,3215549,386196,5
3,57400305,3215549,3461661,5
3,57418605,3215549,3725182,5
3,57432783,3215549,4048321,5
3,57438888,3215549,2298555,5
3,57443894,3215549,991415,5
3,57447977,3215549,4242204,5
3,57455065,3215549,356435,5
3,57464223,3215549,1132151,5
3,57469482,3215549,5145432,5
3,57475412,3215549,1923469,5
3,57486555,3215549,2125190,5
3,57492625,3215549,576854,5
3,57496674,3215549,1460634,5
3,57500752,3215549,247015,5
3,57504789,3215549,4631288,5
3,57508904,3215549,1228239,5
3,57512945,3215549,4635324,5
3,57519040,3215549,5289760,5
3,57530164,3215549,743272,5
3,57957323,3215549,1033779,5
3,57975563,3215549,2791713,5
3,57981618,3215549,90774,5
3,57986690,3215549,4623012,5
3,57990817,3215549,622516,5
3,58006990,3215549,197700,5
3,58037446,3215549,4835785,5
3,58087145,3215549,2885354,5
3,58093321,3215549,3378249,5
3,58098349,3215549,2701433,5
3,58114581,3215549,1092620,5
3,58120672,3215549,350627,5
3,58141993,3215549,2076729,5
3,58571161,3215549,2081071,5
3,58576183,3215549,2664549,5
3,58591437,3215549,2735527,5
3,58597523,3215549,1981314,5
3,58601613,3215549,5184301,5
3,58613766,3215549,550815,5
3,58618850,3215549,3847736,5
3,58625843,3215549,628924,5
3,58631958,3215549,1385612,5
3,58636060,3215549,2488391,5
3,58641150,3215549,3613060,5
3,58646221,3215549,1477786,5
3,58655324,3215549,855861,5
3,58661427,3215549,2352144,5
3,58675000,3215549,3426431,5
3,58680748,3215549,3793173,5
3,58691862,3215549,2553461,5
3,58696908,3215549,2291203,5
3,58716163,3215549,2361411,5
3,58724374,3215549,5059316,5
3,58728324,3215549,1038252,5
3,58732369,3215549,2169847,5
3,58739528,3215549,261633,5
3,58744583,3215549,4146386,5
3,58750658,3215549,226543,5
3,58785000,3215549,4669342,5
3,58794331,3215549,382027,5
3,58798352,3215549,5557329,5
3,58810522,3215549,750339,5
3,58816630,3215549,3122327,5
3,58828807,3215549,4072425,5
3,58834954,3215549,1810884,5
3,58839982,3215549,1165291,5
3,59098866,3215549,1251875,5
3,59108053,3215549,2493626,5
3,59114272,3215549,962231,5
3,59120377,3215549,3433649,5
3,59126688,3215549,3583166,5
3,59130558,3215549,5340601,5
3,59147754,3215549,2709390,5
3,59154879,3215549,2350978,5
3,59160984,3215549,5251035,5
3,59172141,3215549,1819175,5
3,59194471,3215549,3061302,5
3,59200579,3215549,3978030,5
3,59204641,3215549,4915854,5
3,59216825,3215549,4663799,5
3,59223931,3215549,3316124,5
3,59229022,3215549,4753474,5
3,59251338,3215549,4530648,5
3,59256407,3215549,192865,5
3,59261561,3215549,5040159,5
3,59273669,3215549,934935,5
3,59278748,3215549,4415129,5
3,59286844,3215549,1348323,5
3,59291884,3215549,4103159,5
3,59313250,3215549,5574356,5
3,59318295,3215549,5258454,5
3,59327442,3215549,1585926,5
3,59342693,3215549,356894,5
3,59349844,3215549,1457589,5
3,59366058,3215549,1432193,5
3,59371119,3215549,3841824,5
3,59375218,3215549,1746568,5
3,59387894,3215549,337632,5
3,59391824,3215549,3922950,5
3,59397708,3215549,2523159,5
3,59405552,3215549,911587,5
3,59409751,3215549,405463,5
3,59413790,3215549,2976524,5
3,59779162,3215549,65397,5
3,59783191,3215549,3723832,5
3,59787255,3215549,5135840,5
3,59811946,3215549,4297380,5
3,59819655,3215549,1727774,5
3,59824759,3215549,5144088,5
3,59830831,3215549,4781100,5
3,59842028,3215549,278212,5
3,59855162,3215549,1009556,5
3,59866349,3215549,3932572,5
3,59873482,3215549,3890773,5
3,59878544,3215549,219908,5
3,59883584,3215549,2332516,5
3,59888606,3215549,3573556,5
3,59893699,3215549,942328,5
3,59900773,3215549,581506,5
3,59910912,3215549,881713,5
3,59915997,3215549,4529007,5
3,59923089,3215549,2843014,5
3,59928150,3215549,4449843,5
3,59935225,3215549,4944854,5
3,59941436,3215549,2205212,5
3,59947467,3215549,4523271,5
3,59960679,3215549,3733658,5
